gauge_id,baseline_p_annual,future_p_annual,d_p_annual,baseline_pet_annual,future_pet_annual,d_pet_annual,baseline_aridity,future_aridity,d_aridity,baseline_p_summer,future_p_summer,d_p_summer,baseline_pet_summer,future_pet_summer,d_pet_summer,baseline_aridity_summer,future_aridity_summer,d_aridity_summer,baseline_seasonality,future_seasonality,d_seasonality,baseline_tas_mean,future_tas_mean,d_tas_mean
28018,939.1010379310366,899.3342233333315,-39.76681459770509,562.9384844827584,723.626405,160.68792051724154,0.5995844894429085,0.8072345900289969,0.20765010058608835,225.22186724137947,153.8236466666669,-71.39822057471258,257.7543896551723,350.8196983333339,93.06530867816161,1.1578184547875265,2.2806183501301156,1.122799895342589,0.1202715629460434,0.650983672063904,0.5307121091178606,8.849873371647524,12.098878106481443,3.2490047348339193
28022,756.1991051724149,705.7764033333307,-50.4227018390842,574.6057137931034,745.166499999998,170.5607862068946,0.7598795352643903,1.0557181587118647,0.29583862344747436,193.68514827586205,137.78687333333318,-55.89827494252887,264.46892413793086,360.7896249999998,96.32070086206892,1.3805079398666518,2.622441461601455,1.2419335217348033,-0.005267794244795384,0.4942128285011361,0.4994806227459315,9.402357361111124,12.705255745370382,3.302898384259258
28023,1194.7582396551718,1143.08772333333,-51.67051632184189,544.4896982758626,693.0707850000015,148.5810867241389,0.45733172869540595,0.610557242454407,0.15322551375900106,259.30764999999997,178.93737833333364,-80.37027166666633,250.2498879310343,337.9618466666666,87.7119587356323,0.9768132768187334,1.8887946142745178,0.9119813374557844,0.3046365224174329,0.7998326640446162,0.4951961416271833,8.026970019157101,11.275146865740759,3.2481768465836574
28024,640.3463086206921,597.0517466666639,-43.294561954028154,588.8328586206898,766.8229616666696,177.99010304597982,0.9195803406386807,1.2761648156134462,0.35658447497476553,176.02598793103493,134.38529500000013,-41.640692931034806,272.3260637931036,370.72169833333334,98.39563454022976,1.5643440689190817,2.7638077762978064,1.1994637073787247,-0.16314611350836314,0.26050451076943015,0.4236506242777933,9.522145311302635,12.872078870370338,3.3499335590677024
28026,672.2758844827581,623.4667649999963,-48.809119482761844,586.0688362068964,765.9068950000011,179.83805879310466,0.8717858057680308,1.2211383367304394,0.3493525309624086,182.28991551724178,131.60728166666686,-50.682633850574916,269.5318396551726,370.6889333333331,101.15709367816055,1.4944623464783549,2.8304073709576523,1.3359450244792974,-0.11347918613575339,0.37517443132511774,0.4886536174608711,9.648096494252869,12.982227347222207,3.334130852969338
28031,1091.0758862068963,1052.4192283333334,-38.656657873562835,553.1502275862069,710.107186666668,156.95695908046105,0.5079368223970198,0.6782622844174693,0.17032546202044951,253.79514655172432,172.4208733333333,-81.37427321839101,254.11427068965548,346.5455149999998,92.43124431034431,1.0132410836018921,2.0099054317148095,0.9966643481129174,0.17435452923916456,0.7027000070360889,0.5283454777969243,8.270833615900372,11.512482532407363,3.241648916506991
28033,1307.4420637930987,1269.1387866666657,-38.30327712643293,541.9813689655178,691.7385049999989,149.75713603448105,0.4161972438942847,0.5486943841543679,0.1324971402600832,293.9895034482761,204.08169666666709,-89.907806781609,249.19423103448298,337.47734833333334,88.28311729885036,0.8580177135014151,1.653627622425633,0.7956099089242179,0.2285641210899216,0.7387213573262371,0.5101572362363155,7.646417998084283,10.878348055555577,3.2319300574712937
28039,798.2828741379301,736.6689550000001,-61.61391913793,574.964453448275,757.2988999999984,182.33444655172343,0.7202549608456441,1.0195433051500495,0.29928834430440543,201.30233103448276,140.62643833333343,-60.67589270114934,262.7202137931033,365.617296666666,102.89708287356268,1.3138011507379543,2.620219981116519,1.3064188303785649,-0.0035157196824311203,0.5201835509123689,0.5236992705948,9.35517753831418,12.728491296296284,3.3733137579821033
28040,856.4636706896558,820.4487166666664,-36.0149540229894,560.2097327586205,713.1163416666666,152.9066089080461,0.655944011638794,0.8707468047868203,0.2148027931480263,214.91583448275856,150.3776166666669,-64.53821781609165,254.9876810344825,341.23286166666736,86.24518063218486,1.2001372361220795,2.269285457381545,1.0691482212594656,0.014118424911180157,0.5153505443282147,0.5012321194170345,9.05793707375477,12.277723199074082,3.2197861253193114
28043,1176.9677810344829,1107.4740416666655,-69.4937393678174,539.4716275862072,686.2963850000009,146.8247574137937,0.459449012779509,0.6222432748529916,0.16279426207348258,253.0897189655177,175.4032200000005,-77.68649896551722,248.09696896551742,333.14449333333334,85.04752436781592,0.9911453957727785,1.8993088140678573,0.9081634182950789,0.3253076906156005,0.810979820417653,0.48567212980205254,8.003477758620697,11.26959937962964,3.266121621008942
28044,681.6247724137937,624.2158016666647,-57.40897074712905,577.8378999999989,750.7918799999958,172.95397999999693,0.8477634483693384,1.194387200150595,0.3466237517812567,176.1641120689654,130.05898500000012,-46.10512706896529,265.47855862068934,362.24221500000033,96.76365637931099,1.5224936139851963,2.785396920976093,1.2629033069908968,-0.037432088008717876,0.44074023280528896,0.47817232081400685,9.377873649425275,12.672278699074031,3.2944050496487556
28046,1089.5055413793095,1046.306840000001,-43.19870137930843,551.2769603448273,707.1237016666659,155.84674132183852,0.5069839454881389,0.6793497622384355,0.1723658167502966,245.640262068966,167.39725000000024,-78.24301206896575,253.00902931034483,344.56664500000056,91.55761568965573,1.0420264979199376,2.058355043272619,1.0163285453526814,0.2401155698070771,0.7679930747649857,0.5278775049579085,8.207579281609185,11.456244111111113,3.2486648295019283
